User Id,Pl Name,Cr Last 3 D,Cr Last 7 D,Cr Last 30 D,Traffic Dr 3 D,Traffic Dr 7 D,Traffic Dr 30 D
95903,Platform,,,,,,
95953,China,,,,,,
95972,Platform,,,,,,
95986,Platform,,,,,,
96164,Platform,,,,,,
96185,Printbase,,,,,,1.00000000000000000
96335,Platform,,,,,,
96618,Platform,,,,,,
96761,Platform,,,,,,
96792,Platform,0.00000000000000000,0.00000000000000000,0.00300300300300300,0.58333333333333333,0.64000000000000000,0.32800000000000000
97834,Platform,,,,,,
97843,Platform,,,,,,
98482,Platform,,,,,,
98658,Platform,,,,,,
98837,Printbase,,,,,,
98993,Platform,,,,,,
99004,Platform,,,,,,
99371,Platform,,,,,,
99746,Platform,,,,,,
99919,Plusbase,,,,,,
99919,Printbase,,,,,,
100126,Platform,,,,,,
100162,Platform,,,,,,
100231,Printbase,,,,,,
100606,Platform,,,,,,
100665,Platform,0.02453806356245380,0.02291223237761362,0.02439468159552134,0.12610160705028512,0.12657600616638220,0.11731442532933679
100665,Printbase,,,,1.00000000000000000,1.00000000000000000,0.75000000000000000
100932,Platform,0.07758620689655172,0.06352605281941470,0.06513747978238494,0.11622390891840607,0.11398544866612772,0.11360239162929745
101482,Platform,0.01209677419354838,0.01482595616673828,0.01341483030400514,0.18236959158916295,0.20015191796429927,0.16472609842088110
101604,Platform,,,,,,
101652,Platform,,,,,,
101816,Plusbase,,,,,,
101905,Platform,,,,,,
101969,Platform,,,,,,
102050,Platform,,,,,,
102108,Platform,,,,,,
102389,Platform,,,,,,
102498,Platform,,,,,,
102576,Platform,,,,,,
102586,Platform,,,,,,
102649,Platform,,,,,,
102725,Printbase,,,,,,
102731,Platform,,,,,,
102835,Platform,,,,,,
102951,Platform,,,,,,
102964,Platform,,,,,,
103143,Printbase,0.03424657534246575,0.03333333333333333,0.02131438721136767,0.10330578512396694,0.11205432937181663,0.14730290456431535
103598,Platform,,,,,,
104197,Platform,,,,,,
104225,Platform,,,,,,
104263,Plusbase,,,0.00000000000000000,,,1.00000000000000000
104464,China,,,,,,
104610,Platform,,,,,,
104662,Platform,,,,,,
104792,Platform,,,,,,
104928,Platform,,,,,,
104964,Platform,,,,,,
104984,Platform,,,,,,
105058,Plusbase,,,,,,
105181,Platform,,,,,,
105574,Platform,,,,,,
105750,Plusbase,,,,,,
105769,Platform,,,,,,
105914,Platform,,,,,,
106111,Platform,,,,,,
106117,Plusbase,,,,,,
106374,Platform,,,,,,
106554,Printbase,,,,,,
106560,Platform,0.04787234042553191,0.04588910133843212,0.08928838951310861,0.59237536656891495,0.57937806873977086,0.34963063215473975
107357,Platform,,,,,,
107478,Platform,0.01857783472133247,0.01732076299057224,0.01875344732487589,0.08149910767400356,0.06794712928541924,0.09464466150218928
107734,China,,,,,,
107945,China,,,,,,
108298,Platform,,,,,,
108582,Platform,,,,,,
108781,Platform,,,0.00000000000000000,,,1.00000000000000000
108783,Platform,,,,,,
108945,Platform,,,,,,
109004,Plusbase,,,,,,
109492,Printbase,,,1.00000000000000000,,,1.00000000000000000
110983,Platform,,,0.00000000000000000,1.00000000000000000,1.00000000000000000,0.85714285714285714
111124,Platform,,,0.00000000000000000,0.33333333333333333,0.62500000000000000,0.54545454545454545
111124,Printbase,,,,,,
111285,Printbase,,,,,,
111701,Platform,,,,,,
112725,Platform,,,,,,
112759,Platform,,,,,,
112774,Platform,,,,,,
113102,Platform,,,,,,
113252,Platform,,,,,,
113541,Printbase,,,,,,
113687,Platform,,,,,,
114347,Platform,0.03675417661097852,0.04267274107820804,0.03652968036529680,0.15053295627583206,0.19184491978609625,0.14460929187847263
114447,Plusbase,,,,,,
115334,Printbase,,,,,,
115440,Printbase,,,,,,
116260,Platform,,,,,,
117003,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.99950738916256157,0.98632298790110468,0.80151695147582929
117024,Printbase,,,,,,
118445,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.25000000000000000,0.50000000000000000
119071,Printbase,,,,,,
119458,Platform,,,,,,
119900,Platform,0.01818181818181818,0.01886792452830188,0.02808988764044943,0.37714285714285714,0.39954337899543378,0.45789208270297528
120207,Platform,,,,,,
120431,Platform,,,,,,
120496,Platform,,,,,,
121964,Platform,,,,,,
122118,Platform,,,,,,
122473,Printbase,,,,,,
123326,Printbase,,,,,,
124306,Platform,,,,,,
124456,Platform,,,,,,
124595,Platform,,,,,,
124871,Platform,,,,,,1.00000000000000000
124917,China,,,,,,
124955,China,,,,,,
124961,China,,,,,,
124968,China,,,,,,
124969,China,,,,,,
124970,China,,,,,,
124978,China,,,,,,
124981,China,,,,,,
124990,China,,,,,,
124992,China,,,,,,
125013,China,,,,,,
125036,China,,,,,,
125109,China,,,,,,
125750,Platform,0.00540540540540540,0.00886917960088691,0.00567214974475326,0.37462235649546827,0.40897755610972568,0.47179289026275115
126017,Plusbase,,,,,,
126017,Printbase,,,,,,
126034,Platform,,,,,,
126034,Plusbase,,,,,,
126052,Printbase,,,,,,
126677,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.12500000000000000,0.36000000000000000
126813,Platform,,,,,,
127136,Plusbase,,,,,,
127136,Printbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.44444444444444444,0.48387096774193548,0.66666666666666666
127462,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.46153846153846153,0.45783132530120481,0.48641304347826086
127466,Printbase,,,,,,
128042,Printbase,,,,,,
128191,Platform,,,,,,
128283,Platform,,,,,,
128423,Plusbase,0.00000000000000000,0.03030303030303030,0.00539867109634551,0.87500000000000000,0.80909090909090909,0.19206525769373377
128936,Printbase,,,,,,
128960,Platform,0.01955307262569832,0.01179554390563564,0.01044386422976501,0.14489795918367346,0.14382896015549076,0.11615140132909563
128996,Plusbase,,,,,,
129040,China,,,,,,
129173,Printbase,,,,,,
129463,Plusbase,,,0.00000000000000000,,,0.94117647058823529
129463,Printbase,,,,,,
129551,Platform,,,,,,
129776,Platform,,,,,,
129781,Printbase,,,,,,
129910,Platform,,,0.00315457413249211,,0.00000000000000000,0.14563106796116504
130065,Printbase,,,,,,
130097,Plusbase,,,,,,
130256,Platform,,,,,,
130321,Platform,,,,,,
130456,Platform,,,,,,
130509,Platform,,,,,,
130591,Printbase,,,,,,
130637,Plusbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.41860465116279069,0.59139784946236559,0.62000000000000000
130637,Printbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.39130434782608695,0.56250000000000000,0.45731707317073170
130885,Printbase,,,,,,
131005,Platform,,,,,,
131018,China,,,,,,
131229,Platform,,,,,,
131249,China,,,,,,
131366,Printbase,,,,,,
131513,Platform,,,,,,
131551,Platform,,,,,,
131569,Platform,0.02392344497607655,0.01971830985915492,0.01521859435528500,0.15342960288808664,0.16013824884792626,0.15798568254751913
131784,Printbase,,,,,,
131828,Platform,,,0.00000000000000000,0.66666666666666666,0.86956521739130434,0.91176470588235294
131988,Printbase,,,,,,
132311,Platform,,,,,,
132584,Platform,,,,,,
132639,Printbase,,,,,,
132880,Platform,0.06250000000000000,0.02000000000000000,0.03243243243243243,0.45000000000000000,0.40322580645161290,0.36000000000000000
132889,Platform,,,,,,
132894,Printbase,,,,,,
132897,Platform,,,,,,
132965,Printbase,,,,,,
133142,Platform,,,,,,
133260,China,,,,,,1.00000000000000000
133554,Platform,,,,,,
133578,Printbase,,,,,,
133796,Plusbase,,,,,,
133827,Printbase,,,,,,
133998,Printbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.93750000000000000,0.98000000000000000,0.97269624573378839
134411,Printbase,,,,,,
134700,China,,,,,,1.00000000000000000
134716,Platform,0.09090909090909090,0.09090909090909090,0.04761904761904761,0.50000000000000000,0.56410256410256410,0.49541284403669724
134806,Printbase,,,,,,
134897,Platform,,,,,,
134927,Printbase,,,,,,
134961,Platform,,0.00000000000000000,0.00000000000000000,,1.00000000000000000,0.42622950819672131
135044,Platform,,,,,,
135196,Printbase,,,0.00000000000000000,,,1.00000000000000000
135407,Platform,,,0.00000000000000000,,1.00000000000000000,0.71428571428571428
135419,Platform,,,,,,
135455,Printbase,,,,,,
135650,Platform,,,,,,
135873,Platform,,,0.00000000000000000,,1.00000000000000000,0.92857142857142857
136076,Plusbase,,,,,,
136774,China,,,,,,
136823,Platform,,,,,,
136858,Platform,,,,,,
137086,Platform,,,,,,
137437,Printbase,,,,,,
137459,Platform,,,,,,
137481,China,,,,,,
137499,Printbase,,,,,,
137596,Platform,,,,,,
137608,Platform,,,,,,
137616,Platform,0.00000000000000000,0.00000000000000000,0.00564971751412429,0.48648648648648648,0.37190082644628099,0.40000000000000000
137666,Platform,,,,,,
138090,Platform,,,,,,
138201,Plusbase,,,,,,
138312,China,,,,,,
138380,Platform,,,,,,
138616,Platform,,,,,,
138687,Platform,,,0.00000000000000000,,,0.56544502617801047
138774,China,,,,,,
138980,China,,,,,,
139073,Platform,,,,,,
139112,Plusbase,,,,,,
139256,Printbase,,,,,,
139273,Printbase,,,,,,
139281,China,,,0.00000000000000000,,,0.94642857142857142
139301,Platform,,,,,,
139366,Platform,,,,,,
139452,Platform,,,,,,
139463,Platform,,,,,,
139467,Printbase,,,,,,
139547,Shopbase Creator,,,,,,1.00000000000000000
139567,Printbase,,,,,,
139637,Plusbase,,,,,,
139683,Plusbase,0.01851851851851851,0.02202643171806167,0.01623376623376623,0.31210191082802547,0.37764350453172205,0.21798134011874469
139689,Platform,,,,,,
140119,Printbase,,,,,,
140257,Platform,,,,,,
140269,Platform,,,,,,
140318,Printbase,,,,,,
140323,Plusbase,,,,,,
140390,Platform,,,,,,
140392,Platform,,,,,,
140394,Platform,,,0.00000000000000000,,,1.00000000000000000
140434,Printbase,,,,,,
140463,Platform,,,,,,
140463,Printbase,,,,,,
140484,Printbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.31250000000000000,0.81012658227848101
140529,Platform,,,,,,
140563,Printbase,,,,,,
140589,Plusbase,,,,,,
140661,Plusbase,,,,,,
140676,Printbase,,,,,,
140739,Printbase,,,,,,
140900,Plusbase,,,,,,
140957,Printbase,,,,,,
140968,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.71428571428571428,0.44444444444444444,0.55172413793103448
140983,Printbase,,,,,,
141046,Platform,0.01265822784810126,0.02500000000000000,0.02256699576868829,0.17045454545454545,0.17040358744394618,0.21282051282051282
141054,Printbase,,,,,,
141304,Printbase,,,,,,
141611,Platform,,,,,,
141731,Platform,0.00000000000000000,0.00000000000000000,0.01666666666666666,0.70833333333333333,0.66666666666666666,0.43534482758620689
141733,Printbase,,,,,,
141863,Printbase,,,,,,
141886,Platform,0.00000000000000000,0.00578034682080924,0.02333931777378815,0.18181818181818181,0.23232323232323232,0.24342105263157894
141963,Shopbase Creator,,0.00000000000000000,0.00000000000000000,,1.00000000000000000,1.00000000000000000
142013,Platform,,,,,,
142105,Platform,,,,,,
142160,Platform,,,0.00000000000000000,,1.00000000000000000,0.90000000000000000
142181,Platform,,,,,,
142209,Plusbase,,,,,,
142381,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.27272727272727272,0.37500000000000000,0.54142011834319526
142507,Printbase,,,,,,
142538,Platform,,,,,,
142599,Platform,,,,,,
142724,Printbase,,,,,,
142726,Platform,,,0.00000000000000000,,,0.16666666666666666
142878,China,,,,,,
142941,Platform,,,,,,
143240,Platform,,,,,,
143268,Platform,1.00000000000000000,1.00000000000000000,0.62500000000000000,1.00000000000000000,1.00000000000000000,0.95081967213114754
143331,China,,,,,,
143584,Plusbase,,,0.00000000000000000,,,0.80000000000000000
143584,Printbase,,,,,,
143626,Platform,,,,,,
143626,Plusbase,,,,,,
143699,China,,,,,,
143749,Plusbase,,,,,,
143749,Printbase,,,,,1.00000000000000000,1.00000000000000000
143786,China,,,,,,
143794,China,,,,,,
143851,Plusbase,,,,,,
143851,Printbase,,,,,,
143860,China,,,,,,
143880,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000
143914,Platform,,0.00000000000000000,0.00289017341040462,,0.36206896551724137,0.37404580152671755
143928,Platform,,,,,,
144030,China,,,,,,
144125,Platform,,,,,,
144497,Platform,,,,,,
144505,China,,,,,,
144539,Platform,,0.00000000000000000,0.00000000000000000,,1.00000000000000000,1.00000000000000000
144550,Printbase,,,,,,
144593,China,,,,,,
144611,Printbase,,,,,,
144640,China,,,,,,
144696,Printbase,0.08333333333333333,0.08333333333333333,0.04545454545454545,0.31081081081081081,0.34579439252336448,0.50519031141868512
144750,Platform,,,,,,
144774,China,,,,,,
144809,Printbase,,,,,,
144834,Plusbase,,,,,,1.00000000000000000
144834,Printbase,,,,,,1.00000000000000000
144888,Platform,0.02609962904080551,0.02884990253411306,0.02445541045284767,0.12527445718467919,0.11996155463446867,0.11542093231289136
144916,Platform,,,,,,
144971,Printbase,,,,,,
145137,Printbase,,,,,,
145167,Platform,,,,,,
145167,Printbase,,,,,,
145176,Plusbase,,,,,,
145195,Printbase,,,,,,
145271,China,,,,,,
145322,China,,,,,,
145327,Printbase,,,,,,
145365,China,,,,,,
145554,China,,,,,,
145605,Plusbase,,,,,,
145741,Printbase,,,,,,
145785,Platform,,,,,,
145829,Plusbase,,,,,,
145913,Printbase,0.00000000000000000,0.25000000000000000,0.04000000000000000,0.55555555555555555,0.68421052631578947,0.64044943820224719
145997,Plusbase,,,,,,
146089,China,0.04913456169737576,0.04674472237005499,0.04361678751922654,0.11565989121099341,0.09689290538966786,0.09436796582520625
146097,Plusbase,,,,,,
146105,Printbase,,,,,,
146126,Platform,,,,,,
146128,Plusbase,,,,,,
146168,China,,,,,,
146176,Printbase,,,,,,
146185,Platform,,,,,,
146205,Platform,,,,,,1.00000000000000000
146300,Platform,,,,,,
146305,Platform,,,,,,
146321,Platform,,,,,,
146405,China,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.87692307692307692,0.87500000000000000,0.86868686868686868
146445,Platform,,,,,,
146470,Printbase,,,,,,
146505,Platform,,,,,,
146509,Printbase,,,,,,
146632,Printbase,,,,,,
146634,Printbase,,,,,,
146701,Platform,,,,,,
146725,Printbase,,,,,,
146779,Printbase,0.01492537313432835,0.01463414634146341,0.00973451327433628,0.12568306010928961,0.14922048997772828,0.14242172346910501
146831,Platform,,,,,,
146956,China,,,,,,
147022,Plusbase,,,,,,
147090,Platform,,,,,,
147125,Printbase,,,,,,
147586,Platform,,,,,,
147602,China,,,,,,
147649,Platform,,,,,,
147671,Platform,,0.18181818181818181,0.04878048780487804,1.00000000000000000,0.78947368421052631,0.81308411214953271
147681,Plusbase,,,,,,
147746,Printbase,,,,,,
147856,China,,,,,,
148031,Platform,,,,,,
148139,Platform,,,,,,
148181,China,,0.00000000000000000,0.00000000000000000,,0.00000000000000000,0.00000000000000000
148191,Plusbase,,,,,,
148228,China,,,,,,
148239,China,0.09302325581395348,0.05660377358490566,0.03723404255319148,0.29577464788732394,0.30246913580246913,0.33090909090909090
148272,China,,,,,,
148401,Printbase,,,,,,
148502,Platform,,,,,,
148503,China,0.00000000000000000,0.00000000000000000,0.00366300366300366,0.89189189189189189,0.90825688073394495,0.81460674157303370
148515,China,,,,,,
148581,Platform,,0.00000000000000000,0.00000000000000000,,0.00000000000000000,0.44444444444444444
148581,Plusbase,,,,,,
148610,Platform,,,,,,
148624,Printbase,,,,,,
148630,Platform,,,,,,
148686,China,,,,,,
148703,China,,,,,,
148712,Platform,,,,,,
148712,Printbase,,,,,,
148728,Platform,,,,,,
148737,Platform,,,0.00000000000000000,,0.85714285714285714,0.68181818181818181
148758,Printbase,,,,,,
148761,Platform,,,,,,
148839,Platform,,,0.00000000000000000,,,1.00000000000000000
148846,Plusbase,,,,,,
148869,Printbase,,,,,,
148893,Printbase,,,,,,
148940,Printbase,,,,,,
148994,Platform,0.02258566978193146,0.02032112393376818,0.01949357737924241,0.14294478527607361,0.13812858052196053,0.10161893612768751
149011,Printbase,,,,,,
149087,Platform,,,,,,
149112,Printbase,,,,,,
149124,China,,,,,,
149173,Platform,0.02040816326530612,0.00557620817843866,0.00387221684414327,0.14567266495287060,0.15519125683060109,0.13609013447482130
149177,China,,,,,,
149200,Printbase,,,,,,
149254,Platform,,,,,,1.00000000000000000
149396,Platform,,,,,,
149412,China,,,,,,
149451,China,,,,,,
149473,China,,,,,,
149493,China,,,,,,
149509,China,,,,,,
149735,Plusbase,,,,,,
149735,Printbase,,,0.00000000000000000,,,1.00000000000000000
149781,Platform,,,,,,
149842,Plusbase,,,,,,
149893,Platform,,,,,,
149974,Platform,0.01948051948051948,0.03474320241691842,0.04635544635544635,0.25000000000000000,0.19920318725099601,0.15842914737942362
150149,China,,,,,,
150250,Platform,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.50000000000000000,0.65217391304347826
150302,Printbase,,,,,,
150308,Platform,,,,,,
150594,Plusbase,,,,,,
150639,Platform,,,,,,
150731,Platform,,,,,,
150769,Printbase,,,,,,
150800,China,,,,,,
150837,Platform,,,,,,
150950,Platform,,,,,,
150969,Printbase,,,,,,
150992,Platform,,,,,,1.00000000000000000
151023,Platform,,,,,,
151101,Platform,,,,,,
151249,China,,,,,,
151526,Platform,,,,,,
151779,Platform,,,,,,
151797,Platform,0.08000000000000000,0.05970149253731343,0.03178560299158616,0.80952380952380952,0.77880184331797235,0.26364942528735632
151803,China,,,,,,
151820,Printbase,,,,,,
151861,Platform,,,,,,
151862,China,,,,,,
151983,Printbase,,,,,,
152008,China,,,,,,
152028,China,,,,,,
152030,China,,,,,,
152103,Platform,,,,,,
152212,Plusbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000
152214,Plusbase,,,,,,1.00000000000000000
152283,Plusbase,,,,,,
152447,Platform,,,,,,
152484,Platform,,,,,,
152564,Printbase,,,,,,
152603,China,,,,,,
152693,China,,,,,,
152725,Platform,,,,,,
152760,China,,,,,,
152834,China,,,,,,
152870,Platform,,,,,,
152967,China,,,,,,
152988,Platform,,,,,,1.00000000000000000
152995,Platform,,,,,,
152999,Platform,,,,,,
153002,Platform,,,,,,
153127,Platform,,,,,,
153183,China,,,,,,
153186,Printbase,,,,,,
153231,Platform,,,,,,
153335,Platform,,,,,,
153338,China,0.00000000000000000,0.00000000000000000,0.02702702702702702,0.63636363636363636,0.81818181818181818,0.76000000000000000
153401,China,,,,,,
153409,China,,,,,,
153414,Printbase,,,,,,
153421,China,,,,,,
153488,China,,,,,,
153566,China,,,,,,
153602,Platform,,,,,,
153674,Platform,,,,,,
153696,Platform,,,,,,
153732,China,,,,,,
153788,Printbase,,,,,,
153808,Platform,,,,,,
153829,Printbase,,,,,,
153882,Platform,,,,,,
153919,China,,,,,,
153960,Printbase,,,,,,
154378,Platform,,,,,0.00000000000000000,0.50000000000000000
154433,Platform,,,,,,
155178,Printbase,,,,,,
155345,Printbase,,,,,,
155347,China,,,,,,1.00000000000000000
155818,Platform,0.01872659176029962,0.01739434159972057,0.01916569280016259,0.08616792857950050,0.08512955034769482,0.10060552493041502
155841,Plusbase,,,,,,
156239,Platform,,,,,,
156671,China,,,,,,
158252,Platform,,,,,,
159017,Platform,,,,,,
159858,Plusbase,,,,,,
160719,Plusbase,,,,,,
161033,China,,,,,,
162363,Platform,,,,,,
162417,Printbase,,,,,,
164937,Platform,,,,,,
164937,Plusbase,,,,,,
165125,Platform,,,,,,
165235,Platform,,,0.00000000000000000,,,1.00000000000000000
165340,Platform,,,0.00000000000000000,,,0.57894736842105263
