user_id,pl_name,cr_last_3d,cr_last_7d,cr_last_30d,traffic_dr_3d,traffic_dr_7d,traffic_dr_30d
9148380,Printbase,,,0.01818181818181818,,,0.18723404255319148
9148783,Printbase,,0.00000000000000000,0.00286944045911047,,0.10477453580901856,0.09176300578034682
9149151,Printbase,,0.05208333333333333,0.05208333333333333,,0.88397790055248618,0.88397790055248618
9149179,Printbase,,0.05128205128205128,0.05128205128205128,,0.86153846153846153,0.86153846153846153
9160322,Plusbase,0.00000000000000000,0.02272727272727272,0.05063291139240506,0.12676056338028169,0.14736842105263157,0.24764890282131661
9144711,China,0.00000000000000000,0.38709677419354838,0.33333333333333333,1.00000000000000000,0.98550724637681159,0.98734177215189873
9148418,Printbase,,,0.01573033707865168,,,0.10189228529839883
9148636,Printbase,,0.00000000000000000,0.00232828870779976,,0.09908735332464146,0.10977337110481586
9144391,Platform,,,,,,
9148651,Printbase,,0.00000000000000000,0.00226244343891402,,0.09517426273458445,0.10484454085321764
9148996,Printbase,,0.00000000000000000,0.04000000000000000,,1.00000000000000000,0.94907407407407407
10562399,Platform,,,,,,1.00000000000000000
111694,Platform,,,,,,
9148387,Printbase,,,0.00485436893203883,,,0.11329305135951661
9148997,Printbase,,0.00000000000000000,0.02702702702702702,,1.00000000000000000,0.97067448680351906
9148862,Printbase,,0.00000000000000000,0.03875968992248062,,1.00000000000000000,0.96363636363636363
9149194,Printbase,,0.10000000000000000,0.10000000000000000,,0.90909090909090909,0.90909090909090909
11192016,Plusbase,,,,,,
9148839,Printbase,,0.00000000000000000,0.01265822784810126,,1.00000000000000000,0.96540880503144654
248942,Platform,,,0.00000000000000000,,,0.76000000000000000
9148852,Printbase,,0.00000000000000000,0.02173913043478260,,1.00000000000000000,0.96180555555555555
9148842,Printbase,,0.00000000000000000,0.01709401709401709,,1.00000000000000000,0.97635135135135135
9149284,Printbase,,0.66666666666666666,0.66666666666666666,,0.36363636363636363,0.36363636363636363
11201690,Platform,,,,,,
11225435,Plusbase,,0.00000000000000000,0.03846153846153846,,1.00000000000000000,0.81355932203389830
9148079,Plusbase,,,0.01745635910224438,,,0.10798122065727699
240383,Platform,,,,,,
249489,Platform,,,0.00000000000000000,,1.00000000000000000,0.97058823529411764
9148410,Printbase,,,0.02088167053364269,,,0.11225997045790251
9148411,Printbase,,,0.00707547169811320,,,0.08983799705449189
11210114,Printbase,,,0.00000000000000000,,,0.93333333333333333
9148151,Platform,,,,,,
9128544,Printbase,0.00000000000000000,0.60000000000000000,0.42857142857142857,1.00000000000000000,0.93750000000000000,0.82608695652173913
9144998,China,0.00000000000000000,0.00000000000000000,0.66666666666666666,1.00000000000000000,0.75000000000000000,0.94339622641509433
248120,Printbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,1.00000000000000000,0.75000000000000000
9148570,Printbase,,0.00000000000000000,0.00263157894736842,,0.09543568464730290,0.10087536473530637
9148849,Printbase,,0.00000000000000000,0.02105263157894736,,1.00000000000000000,0.95818815331010452
9149198,Printbase,,0.57142857142857142,0.57142857142857142,,0.41666666666666666,0.41666666666666666
9148662,Printbase,,0.00000000000000000,0.00692041522491349,,0.10276679841897233,0.09957325746799431
9148664,Printbase,,0.00000000000000000,0.00213447171824973,,0.10728476821192052,0.10984308131241084
9148859,Printbase,,0.00000000000000000,0.01273885350318471,,1.00000000000000000,0.97552447552447552
11200996,Platform,,,,,,
11202374,Plusbase,0.16666666666666666,0.00342465753424657,0.00166389351081530,0.93750000000000000,0.11783439490445859,0.07223113964686998
9148790,Printbase,,0.00000000000000000,0.01941747572815533,,1.00000000000000000,0.97966101694915254
9142974,Platform,,,,,,
9147907,Plusbase,0.12500000000000000,0.12500000000000000,0.12500000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000
9131526,China,,,,1.00000000000000000,1.00000000000000000,1.00000000000000000
9148875,Printbase,,0.00000000000000000,0.01562500000000000,,1.00000000000000000,0.96232876712328767
11175934,Plusbase,0.00000000000000000,0.14285714285714285,0.14285714285714285,1.00000000000000000,0.76595744680851063,0.76595744680851063
11219035,Plusbase,0.42857142857142857,0.42857142857142857,0.42857142857142857,1.00000000000000000,1.00000000000000000,1.00000000000000000
9148846,Printbase,,0.00000000000000000,0.00320000000000000,,0.10512129380053908,0.10311572700296735
9148788,Printbase,,0.00000000000000000,0.01379310344827586,,1.00000000000000000,0.98615916955017301
9149021,Printbase,,0.00000000000000000,0.04040404040404040,,1.00000000000000000,0.94006309148264984
9148994,Printbase,,0.00000000000000000,0.05000000000000000,,1.00000000000000000,0.95031055900621118
9252364,Plusbase,0.33333333333333333,0.33333333333333333,0.07142857142857142,1.00000000000000000,0.77777777777777777,0.91379310344827586
11211609,Plusbase,0.00361445783132530,0.00383141762452107,0.00383141762452107,0.02251184834123222,0.03762227238525206,0.03762227238525206
11195104,Printbase,0.00000000000000000,0.00000000000000000,0.00842696629213483,0.93333333333333333,0.93333333333333333,0.97448979591836734
9148417,Printbase,,,0.01138952164009111,,,0.11654676258992805
9148028,Platform,,,,,,
9148899,Printbase,,0.00000000000000000,0.02898550724637681,,1.00000000000000000,0.97005988023952095
9146872,Platform,,,,,,
255012,Printbase,,,,,,
9129884,Printbase,,,0.04444444444444444,,,0.88541666666666666
9136759,China,,,,,,
9148582,Printbase,,0.00000000000000000,0.00321130378933847,,0.11405529953917050,0.11172962226640159
9148583,Printbase,,0.00000000000000000,0.00362756952841596,,0.09255319148936170,0.09560229445506692
9148610,Printbase,,0.00000000000000000,0.00221729490022172,,0.10918774966711051,0.09949531362653208
9148632,Printbase,,0.00000000000000000,0.00653594771241830,,0.08743169398907103,0.09925558312655086
9148656,Printbase,,0.00000000000000000,0.00198216055500495,,0.09623430962343096,0.09836065573770491
9148835,Printbase,,0.00000000000000000,0.03100775193798449,,1.00000000000000000,0.95932203389830508
9148900,Printbase,,0.00000000000000000,0.01481481481481481,,1.00000000000000000,0.97640117994100294
9148925,Printbase,,0.00000000000000000,0.00355450236966824,,0.10158730158730158,0.10333963453056080
9149019,Printbase,,0.00000000000000000,0.04819277108433734,,1.00000000000000000,0.96321070234113712
9149103,Printbase,,0.06557377049180327,0.06557377049180327,,0.89403973509933774,0.89473684210526315
9149134,Printbase,,0.03883495145631067,0.03883495145631067,,0.93641618497109826,0.93714285714285714
9149162,Printbase,,0.13793103448275862,0.13793103448275862,,0.89062500000000000,0.89062500000000000
9149169,Printbase,,0.13333333333333333,0.13333333333333333,,0.93203883495145631,0.93203883495145631
9149339,Printbase,,0.20000000000000000,0.20000000000000000,,0.16666666666666666,0.16666666666666666
9252674,Plusbase,,,,,,
10114542,Plusbase,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.00000000000000000,1.00000000000000000,1.00000000000000000
10474246,Plusbase,,0.33333333333333333,0.33333333333333333,1.00000000000000000,1.00000000000000000,1.00000000000000000
11085256,Plusbase,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.83333333333333333,0.83333333333333333,0.83333333333333333
11201611,Platform,,,,,,
11213469,Plusbase,0.33333333333333333,0.33333333333333333,0.33333333333333333,0.95238095238095238,0.95238095238095238,0.95238095238095238
9149007,Printbase,,0.00000000000000000,0.01941747572815533,,1.00000000000000000,0.95086705202312138
9148935,Printbase,,0.00000000000000000,0.11111111111111111,,1.00000000000000000,0.96563573883161512
9596770,Plusbase,0.00000000000000000,0.11111111111111111,0.10000000000000000,1.00000000000000000,0.93333333333333333,0.93750000000000000
9620865,Plusbase,,,,,,
248120,China,0.11764705882352941,0.05405405405405405,0.05000000000000000,0.95000000000000000,0.96428571428571428,0.97037037037037037
9148903,Printbase,,0.00000000000000000,0.00403225806451612,,0.10569105691056910,0.11111111111111111
9148861,Printbase,,0.00000000000000000,0.00298507462686567,,0.09415584415584415,0.09922680412371134
9148837,Printbase,,0.00000000000000000,0.00238095238095238,,0.10488798370672097,0.10738671632526381
9725352,Plusbase,,,,,,1.00000000000000000
252911,Printbase,0.38888888888888888,0.21538461538461538,0.08695652173913043,0.96000000000000000,0.94565217391304347,0.56306306306306306
9148777,Printbase,,0.00000000000000000,0.00276625172890733,,0.08885941644562334,0.09705248023005032
9154757,Plusbase,0.22222222222222222,0.07017543859649122,0.01278772378516624,0.75000000000000000,0.48051948051948051,0.10480000000000000
9457255,Plusbase,0.40000000000000000,0.14814814814814814,0.03960396039603960,0.90909090909090909,0.72500000000000000,0.78723404255319148
11228552,Plusbase,0.25000000000000000,0.21428571428571428,0.21428571428571428,0.94666666666666666,0.95402298850574712,0.95402298850574712
9148997,Platform,,,,,,
9149157,Platform,,,,,,
9149013,Printbase,,0.00000000000000000,0.04444444444444444,,1.00000000000000000,0.97560975609756097
11206646,Printbase,,0.00490196078431372,0.00487804878048780,,0.29951690821256038,0.30288461538461538
9137680,China,0.00000000000000000,0.00000000000000000,0.02933985330073349,0.82352941176470588,0.72500000000000000,0.43152866242038216
9148879,Printbase,,0.00000000000000000,0.02758620689655172,,1.00000000000000000,0.93687707641196013
9149152,Printbase,,0.09756097560975609,0.09756097560975609,,0.87943262411347517,0.87943262411347517
255012,Platform,0.00000000000000000,0.12903225806451612,0.07812500000000000,0.92857142857142857,0.90977443609022556,0.89928057553956834
9135039,China,0.37209302325581395,0.39252336448598130,0.33600000000000000,0.99090909090909090,0.96666666666666666,0.97272727272727272
9148617,Printbase,,0.00000000000000000,0.00201005025125628,,0.11664899257688229,0.11492063492063492
11210114,Platform,,,0.00000000000000000,,,0.88888888888888888
9131922,Printbase,0.50000000000000000,0.50000000000000000,0.50000000000000000,0.77777777777777777,0.77777777777777777,0.77777777777777777
9148606,Printbase,,0.00000000000000000,0.00614754098360655,,0.11360634081902245,0.11726907630522088
9148884,Printbase,,0.00000000000000000,0.01250000000000000,,1.00000000000000000,0.97865853658536585
9149310,Printbase,,0.50000000000000000,0.50000000000000000,,0.33333333333333333,0.33333333333333333
9148857,Printbase,,0.00000000000000000,0.01515151515151515,,1.00000000000000000,0.97923875432525951
9149165,Printbase,,0.09756097560975609,0.09756097560975609,,0.91406250000000000,0.91406250000000000
9149177,Printbase,,0.12500000000000000,0.12500000000000000,,0.85454545454545454,0.85454545454545454
11192069,Plusbase,1.00000000000000000,1.00000000000000000,1.00000000000000000,0.83333333333333333,0.83333333333333333,0.83333333333333333
249129,Platform,,,,,,1.00000000000000000
9154757,Platform,,,,,,
10562399,Plusbase,,,0.04838709677419354,,,0.29629629629629629
9148405,Printbase,,,0.00236966824644549,,,0.10072992700729927
9148775,Printbase,,0.00000000000000000,0.01492537313432835,,1.00000000000000000,0.96440129449838187
9148597,Printbase,,0.00000000000000000,0.00362318840579710,,0.08982683982683982,0.09723798713583049
9148850,Printbase,,0.00000000000000000,0.00263157894736842,,0.12285336856010568,0.10985116938341601
9148882,Printbase,,0.00000000000000000,0.03174603174603174,,1.00000000000000000,0.97651006711409395
10851708,Plusbase,0.00000000000000000,0.00210748155953635,0.00577478344562078,0.70000000000000000,0.01754385964912280,0.04541241890639481
9148403,Printbase,,,0.01144164759725400,,,0.09601181683899556
247040,Printbase,,,,,,
9147105,Platform,,0.00000000000000000,0.03061224489795918,0.00000000000000000,0.00996677740863787,0.06014434643143544
9148902,Platform,,,,,,
9148789,Printbase,,0.00000000000000000,0.00233644859813084,,0.10703043022035676,0.11166875784190715
9148906,Printbase,,0.00000000000000000,0.01307189542483660,,1.00000000000000000,0.97553516819571865
9149157,Printbase,,0.05882352941176470,0.05882352941176470,,0.84328358208955223,0.84328358208955223
11201722,Plusbase,,1.00000000000000000,0.66666666666666666,1.00000000000000000,0.96428571428571428,0.97142857142857142
11204899,Platform,0.00000000000000000,0.08333333333333333,0.08333333333333333,1.00000000000000000,1.00000000000000000,1.00000000000000000
9149172,Printbase,,0.11111111111111111,0.11111111111111111,,0.92241379310344827,0.92241379310344827
11168777,Platform,,,,,,
9149290,Printbase,,0.57142857142857142,0.57142857142857142,,0.30000000000000000,0.30000000000000000
11220782,Plusbase,0.00000000000000000,0.05882352941176470,0.05882352941176470,1.00000000000000000,0.94444444444444444,0.94444444444444444
11198052,Plusbase,1.50000000000000000,1.50000000000000000,0.25000000000000000,0.77777777777777777,0.80000000000000000,0.92105263157894736
9148079,Platform,,,,,,
9123006,Plusbase,0.01562500000000000,0.01538461538461538,0.01538461538461538,0.27397260273972602,0.28378378378378378,0.28378378378378378
9129155,Platform,0.03480704590121778,0.03821176201329353,0.04635044514421417,0.22548622037664844,0.17668395250644676,0.20958604018733947
9148415,Printbase,,,0.01382488479262672,,,0.22622478386167146
9148620,Printbase,,0.00000000000000000,0.00471698113207547,,0.10657894736842105,0.10064239828693790
9148843,Printbase,,0.00000000000000000,0.00408997955010224,,0.09841269841269841,0.09805153991200502
9148889,Printbase,,0.00000000000000000,0.00136798905608755,,0.10886644219977553,0.11201629327902240
9148901,Printbase,,0.00000000000000000,0.03305785123966942,,1.00000000000000000,0.94055944055944055
9149001,Printbase,,0.00000000000000000,0.03539823008849557,,0.99514563106796116,0.88140161725067385
9149016,Printbase,,0.00000000000000000,0.05797101449275362,,1.00000000000000000,0.96193771626297577
9149143,Printbase,,0.04255319148936170,0.04255319148936170,,0.91017964071856287,0.91017964071856287
9148779,Printbase,,0.00000000000000000,0.01273885350318471,,1.00000000000000000,0.96330275229357798
9150986,Printbase,0.50000000000000000,0.36363636363636363,0.36363636363636363,1.00000000000000000,1.00000000000000000,1.00000000000000000
9148833,Printbase,,0.00000000000000000,0.00282485875706214,,0.09114583333333333,0.09390681003584229
9148612,Printbase,,0.00000000000000000,0.00303643724696356,,0.11165387299371946,0.11515830764920145
9148870,Platform,,,,,,
9124136,Platform,,,,,,
9148419,Printbase,,,0.02127659574468085,,,0.13798219584569732
9148581,Printbase,,0.00000000000000000,0.00234558248631743,,0.10283315844700944,0.10293556995806328
9149334,Printbase,,0.23529411764705882,0.23529411764705882,,0.31818181818181818,0.31818181818181818
11219718,Plusbase,,,,,,
249087,Platform,,,,,,
9148383,Printbase,,,0.01401869158878504,,,0.18695652173913043
247670,Platform,0.00000000000000000,0.00000000000000000,0.21739130434782608,1.00000000000000000,1.00000000000000000,0.87096774193548387
9148841,Printbase,,0.00000000000000000,0.00254777070063694,,0.10736842105263157,0.10087719298245614
9149015,Printbase,,0.00000000000000000,0.05681818181818181,,1.00000000000000000,0.95501730103806228
9149017,Printbase,,0.00000000000000000,0.03809523809523809,,1.00000000000000000,0.94845360824742268
9149022,Printbase,,0.00000000000000000,0.04597701149425287,,1.00000000000000000,0.96126760563380281
9685239,Plusbase,,,0.12500000000000000,0.00000000000000000,0.90909090909090909,0.94594594594594594
10067996,Plusbase,0.00000000000000000,0.07142857142857142,0.04702970297029702,0.50000000000000000,0.42857142857142857,0.45638945233265720
10756146,Plusbase,0.33333333333333333,0.33333333333333333,0.33333333333333333,1.00000000000000000,1.00000000000000000,1.00000000000000000
111694,Printbase,,,,,,
9148887,Printbase,,0.00000000000000000,0.02142857142857142,,1.00000000000000000,0.96621621621621621
9148893,Printbase,,0.07547169811320754,0.04000000000000000,,0.93081761006289308,0.95698924731182795
9123006,Platform,,,,,,
9148054,Plusbase,,,0.00212765957446808,,,0.10013175230566534
9148601,Printbase,,0.00000000000000000,0.00329670329670329,,0.11895424836601307,0.11793440334961618
9163613,Plusbase,,0.45454545454545454,0.41666666666666666,1.00000000000000000,0.73076923076923076,0.74074074074074074
11208750,Printbase,0.00348229831688914,0.00322878228782287,0.00376096949435854,0.47728579643473260,0.58340929808568824,0.58954302181967888
9160322,Platform,,,,,,
11197777,Plusbase,0.04166666666666666,0.04166666666666666,0.04166666666666666,0.03896103896103896,0.03896103896103896,0.03896103896103896
11229630,Plusbase,0.25000000000000000,0.25000000000000000,0.22222222222222222,0.76923076923076923,0.78571428571428571,0.81250000000000000
252067,Printbase,,,,,1.00000000000000000,1.00000000000000000
9143827,Printbase,,,,,,
9148999,Printbase,,0.00000000000000000,0.02985074626865671,,1.00000000000000000,0.97626112759643916
249104,Platform,,,0.00000000000000000,,,1.00000000000000000
9149023,Printbase,,0.09523809523809523,0.09523809523809523,,0.86131386861313868,0.86428571428571428
9149147,Printbase,,0.06329113924050632,0.06329113924050632,,0.88986784140969162,0.88986784140969162
9148844,Printbase,,0.00000000000000000,0.00522875816993464,,0.12565445026178010,0.12123385939741750
9148869,Printbase,,0.00000000000000000,0.01169590643274853,,1.00000000000000000,0.98255813953488372
9272941,Plusbase,,,,,,
9148412,Printbase,,,0.00941176470588235,,,0.17771084337349397
9148864,Printbase,,0.00000000000000000,0.00258732212160413,,0.10228802153432032,0.11481218993621545
9148988,Printbase,,0.00000000000000000,0.00843881856540084,,0.10236220472440944,0.09705248023005032
9356995,Plusbase,,,,,,
11228247,Plusbase,0.57142857142857142,0.50000000000000000,0.50000000000000000,0.94117647058823529,0.95000000000000000,0.95000000000000000
10073543,Plusbase,0.28571428571428571,0.28571428571428571,0.28571428571428571,0.92857142857142857,0.92857142857142857,0.94117647058823529
249819,Printbase,,,,,,
9149003,Printbase,,0.00000000000000000,0.05263157894736842,,1.00000000000000000,0.95161290322580645
9149098,Printbase,,0.06557377049180327,0.06557377049180327,,0.92617449664429530,0.92666666666666666
9149199,Printbase,,0.20000000000000000,0.20000000000000000,,0.17391304347826086,0.17391304347826086
9148054,Platform,,,,,,
11192817,Plusbase,1.00000000000000000,0.31250000000000000,0.13513513513513513,1.00000000000000000,0.91666666666666666,0.87671232876712328
9643656,Plusbase,,,,,,
9148418,Platform,,,,,,1.00000000000000000
9148028,Plusbase,,,0.00805523590333716,,,0.09964664310954063
9148856,Printbase,,0.00000000000000000,0.00202634245187436,,0.11050920910075839,0.11054637865311308
9149160,Printbase,,0.08510638297872340,0.08510638297872340,,0.94078947368421052,0.94078947368421052
9151214,Platform,0.00000000000000000,0.01694915254237288,0.25591715976331360,0.95121951219512195,0.93693693693693693,0.80739299610894941
11169537,Plusbase,0.00000000000000000,0.50000000000000000,0.50000000000000000,0.90909090909090909,0.96296296296296296,0.96296296296296296
9148570,Platform,,,,,,
11195104,Platform,,,,,,
9149321,Printbase,,0.13793103448275862,0.13793103448275862,,0.12121212121212121,0.12121212121212121
10763257,Plusbase,1.00000000000000000,1.00000000000000000,0.33333333333333333,1.00000000000000000,1.00000000000000000,0.93333333333333333
241392,Platform,,,,,,
241392,Printbase,,,,,,
9146448,China,,,0.30769230769230769,,1.00000000000000000,1.00000000000000000
9146872,Plusbase,0.28571428571428571,0.28571428571428571,0.22222222222222222,0.96000000000000000,0.96000000000000000,0.85714285714285714
9148151,Plusbase,,,0.04870129870129870,,,0.08921933085501858
9148389,Printbase,,,0.00954653937947494,,,0.07922272047832585
9148401,Printbase,,,0.02159827213822894,,,0.20110957004160887
9148567,Printbase,,0.00000000000000000,0.00869565217391304,,0.22206896551724137,0.20870994248151191
9148579,Printbase,,0.00000000000000000,0.00584795321637426,,0.19255319148936170,0.20085470085470085
9148599,Printbase,,0.00000000000000000,0.00253324889170360,,0.11173814898419864,0.11222444889779559
9148774,Printbase,,0.00000000000000000,0.00292825768667642,,0.09210526315789473,0.10444601270289343
9148832,Printbase,,0.00000000000000000,0.00278940027894002,,0.08783783783783783,0.11078928312816799
9148867,Printbase,,0.00000000000000000,0.00141442715700141,,0.09819121447028423,0.10245614035087719
9149206,Printbase,,0.66666666666666666,0.66666666666666666,,0.33333333333333333,0.33333333333333333
9149305,Printbase,,0.57142857142857142,0.57142857142857142,,0.33333333333333333,0.33333333333333333
9206278,Plusbase,,1.00000000000000000,1.00000000000000000,,1.00000000000000000,1.00000000000000000
9371458,Plusbase,,,,,,
11201722,Platform,,,,,,
11208125,Plusbase,0.30769230769230769,0.27777777777777777,0.00925925925925925,0.88888888888888888,0.62857142857142857,0.11482132396016403
11211872,Plusbase,0.02083333333333333,0.02092050209205020,0.02092050209205020,0.06760098928276999,0.07853403141361256,0.07853403141361256
11222700,Printbase,0.12500000000000000,0.05882352941176470,0.01391788448155880,0.91304347826086956,0.87368421052631578,0.15046749293324635
11228552,Platform,,0.00000000000000000,0.00000000000000000,,1.00000000000000000,1.00000000000000000
9149200,Printbase,,0.44444444444444444,0.44444444444444444,,0.25000000000000000,0.25000000000000000
9163539,Plusbase,,0.20000000000000000,0.06899004267425320,,0.76699029126213592,0.26387434554973821
9206597,Platform,,,,,,
9206597,Printbase,,,,,,
10067996,Platform,,,,,,
11157388,Plusbase,0.00492610837438423,0.00452488687782805,0.00452488687782805,0.08695652173913043,0.10526315789473684,0.10526315789473684
11201611,Plusbase,,0.00000000000000000,0.07142857142857142,,1.00000000000000000,0.87096774193548387
11206373,Plusbase,0.33333333333333333,0.25000000000000000,0.16000000000000000,0.88888888888888888,0.92592592592592592,0.91891891891891891
