User Id,Pl Name,% order cancel fraud,% order cancel DMCA,Sum amount having issue,Avg Profit 3 D,Avg Profit 7 D,Avg Profit 30 D,% order by direct source
9149310,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148882,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149191,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149017,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149134,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11206373,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9457255,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11085256,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,0.25000000000000000000
9149152,Printbase,0.75000000000000000000,0.00000000000000000000,,,,,
9148389,Printbase,0.75000000000000000000,0.00000000000000000000,,,,,
11206347,Printbase,0.75000000000000000000,0.00000000000000000000,,,,,0.25000000000000000000
9148570,Printbase,0.50000000000000000000,0.00000000000000000000,,,,,
9148620,Printbase,0.50000000000000000000,0.00000000000000000000,,,,,
9557172,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10562399,Plusbase,0.25000000000000000000,0.50000000000000000000,,,,,0.50000000000000000000
9149011,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148612,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148887,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148921,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148581,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148632,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148870,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148925,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148411,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148577,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148018,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148583,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148668,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148579,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148565,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11169537,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10114542,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11198052,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11213469,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148601,Printbase,0.66666666666666666667,0.00000000000000000000,,,,,
10756146,Plusbase,0.66666666666666666667,0.00000000000000000000,,,,,1.00000000000000000000
11219035,Plusbase,0.66666666666666666667,0.00000000000000000000,,,,,1.00000000000000000000
9128544,Printbase,0.33333333333333333333,0.00000000000000000000,,,,,
11175934,Plusbase,0.33333333333333333333,0.00000000000000000000,,,,,1.00000000000000000000
9252364,Plusbase,0.33333333333333333333,0.00000000000000000000,,,,,0.33333333333333333333
9124136,Platform,,,,,,,
9148054,Plusbase,,,,,,,
9157580,Platform,,,,,,,
111694,Printbase,,,,,,,
9148994,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148636,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148996,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148884,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148863,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148856,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148880,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148774,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148833,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148625,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148858,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148777,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148867,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148906,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148664,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148789,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9129884,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148988,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148864,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9643656,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148779,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148900,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148837,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148902,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148842,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148859,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148849,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148839,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148857,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148656,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148851,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9132179,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148617,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148651,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148791,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148999,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148843,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148875,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148850,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148832,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148775,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148783,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148903,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148790,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148662,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148846,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148861,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148869,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148841,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148895,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148387,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148788,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148597,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11201722,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10763257,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11201690,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11206646,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11219718,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148610,Printbase,0.50000000000000000000,0.00000000000000000000,,,,,
11192016,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9725352,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9356995,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10073543,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,0.50000000000000000000
9272941,Plusbase,,,,,,,
9206597,Platform,,,,,,,
9148402,Printbase,,,,,,,
211543,Printbase,,,,,,,
249129,Platform,,,,,,,
9206427,Plusbase,,,,,,,1.00000000000000000000
9206597,Printbase,,,,,,,1.00000000000000000000
11219718,China,,,,,,,1.00000000000000000000
11157388,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
11203719,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
9123006,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148659,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148889,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148405,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9147907,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
9131922,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11225435,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11201548,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11201611,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11207947,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11197777,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11220782,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11193074,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9371458,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11202374,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10474246,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9685239,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11192069,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9596770,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9206278,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11226068,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148570,Platform,0.0,0.0,,,,,0.0
249489,Platform,0.0,0.0,,,,,0.0
11210114,Platform,0.0,0.0,,,,,0.0
9148151,Platform,0.0,0.0,,,,,0.0
9148997,Platform,0.0,0.0,,,,,0.0
11201611,Platform,0.0,0.0,,,,,0.0
240383,Platform,0.0,0.0,,,,,0.0
9148028,Platform,0.0,0.0,,,,,0.0
9154757,Platform,0.0,0.0,,,,,0.0
9148054,Platform,0.0,0.0,,,,,0.0
241392,Platform,0.0,0.0,,,,,0.0
240383,Printbase,0.0,0.0,,,,,0.0
11168777,Platform,0.0,0.0,,,,,0.0
9206597,Plusbase,0.0,0.0,,,,,0.0
11201722,Platform,0.0,0.0,,,,,0.0
9148567,Platform,0.0,0.0,,,,,0.0
11229630,Printbase,0.0,0.0,,,,,0.0
11228552,Platform,0.0,0.0,,,,,0.0
9143827,Printbase,0.0,0.0,,,,,0.0
11201690,Platform,0.0,0.0,,,,,0.0
11195104,Plusbase,0.0,0.0,,,,,0.0
11195104,Platform,0.0,0.0,,,,,0.0
9160322,Platform,0.0,0.0,,,,,0.0
10067996,Platform,0.0,0.0,,,,,0.0
10562399,Platform,0.0,0.0,,,,,0.0
11200996,Platform,0.0,0.0,,,,,0.0
9146872,Platform,0.0,0.0,,,,,0.0
9148870,Platform,0.0,0.0,,,,,0.0
9148418,Platform,0.0,0.0,,,,,0.0
9148902,Platform,0.0,0.0,,,,,0.0
9148079,Platform,0.0,0.0,,,,,0.0
9149157,Platform,0.0,0.0,,,,,0.0
255012,Printbase,0.0,0.0,,,,,0.0
11210114,Printbase,0.0,0.0,,,,,0.0
11222700,Printbase,0.02597402597402597403,0.00000000000000000000,,,,44.7225829755155,0.06493506493506493506
11195104,Printbase,,,,,,33.20195808,1.00000000000000000000
11226870,Plusbase,0.66666666666666666667,0.00000000000000000000,,,,4.22,1.00000000000000000000
11228552,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,0,1.00000000000000000000
11229630,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,0,1.00000000000000000000
11228247,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,-2.01,1.00000000000000000000
