User Id,Pl Name,% order cancel fraud,% order cancel DMCA,Sum amount having issue,Avg Profit 3 D,Avg Profit 7 D,Avg Profit 30 D,% order by direct source
9129155,Platform,0.00000000000000000000,0.00000000000000000000,,,,,
111694,Platform,,,,,,,0.00204708290685772774
9142974,Platform,,,,,,,0.00065573770491803279
250477,Platform,,,,,,,0.00172711571675302245
240383,Plusbase,0.01440000000000000000,0.00000000000000000000,,,,,0.07200000000000000000
11210097,Platform,,,,,,,0.99475065616797900262
248942,Platform,,,,,,,
249104,Platform,,,,,,,0.00790513833992094862
249087,Platform,,,,,,,0.00930232558139534884
9671759,Plusbase,0.05235602094240837696,0.00000000000000000000,,,,,0.06282722513089005236
9151214,Platform,0.73770491803278688525,0.00000000000000000000,,,,,0.97267759562841530055
9144391,Platform,,,,,,,
9163539,Plusbase,0.05645161290322580645,0.00000000000000000000,,,,,0.12903225806451612903
9122065,China,,,,,,,
11210114,Plusbase,0.98863636363636363636,0.00000000000000000000,,,,,1.00000000000000000000
248120,China,,,,,,,
9154757,Plusbase,0.11842105263157894737,0.00000000000000000000,,,,,0.19736842105263157895
241392,Printbase,0.04545454545454545455,0.00000000000000000000,,,,,
9264120,Plusbase,0.93750000000000000000,0.00000000000000000000,,,,,0.96875000000000000000
249819,Printbase,,,,,,,
247040,Printbase,0.12500000000000000000,0.00000000000000000000,,,,,
9136759,China,,,,,,,
9135039,China,,,,,,,
247013,Printbase,0.12500000000000000000,0.00000000000000000000,,,,,
9143827,China,,,,,,,
11220701,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
11213839,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,0.09090909090909090909
11211872,Plusbase,0.96666666666666666667,0.00000000000000000000,,,,,0.13333333333333333333
252911,Printbase,0.87500000000000000000,0.00000000000000000000,,,,,
9160322,Plusbase,0.08333333333333333333,0.00000000000000000000,,,,,0.20833333333333333333
9123006,Platform,,,,,,,
9146872,Plusbase,0.28571428571428571429,0.00000000000000000000,,,,,0.28571428571428571429
249489,Printbase,,,,,,,
11211609,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,0.10000000000000000000
9148408,Printbase,0.89473684210526315789,0.00000000000000000000,,,,,
10067996,Plusbase,0.52631578947368421053,0.00000000000000000000,,,,,0.52631578947368421053
9150986,Printbase,0.10526315789473684211,0.00000000000000000000,,,,,0.31578947368421052632
9131526,China,,,,,,,
9145446,China,,,,,,,0.06666666666666666667
9148151,Plusbase,0.13333333333333333333,0.00000000000000000000,,,,,
11208125,Plusbase,0.35714285714285714286,0.00000000000000000000,,,,,0.35714285714285714286
9144711,China,,,,,,,
9137680,China,,,,,,,
9147105,Platform,,,,,,,0.08333333333333333333
255012,Platform,,,,,,,
9148401,Printbase,0.70000000000000000000,0.00000000000000000000,,,,,
249489,Plusbase,0.10000000000000000000,0.00000000000000000000,,,,,0.30000000000000000000
9148419,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148410,Printbase,0.77777777777777777778,0.00000000000000000000,,,,,
11208750,Printbase,0.55555555555555555556,0.00000000000000000000,,,,,1.00000000000000000000
252067,Printbase,,,,,,,
11204130,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148380,Printbase,0.87500000000000000000,0.00000000000000000000,,,,,
11218501,Plusbase,0.62500000000000000000,0.00000000000000000000,,,,,0.50000000000000000000
11224942,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,0.25000000000000000000
9148028,Plusbase,,,,,,,
9148079,Plusbase,,,,,,,
248120,Printbase,,,,,,,
9148418,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11210553,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,0.42857142857142857143
11168777,Plusbase,0.14285714285714285714,0.00000000000000000000,,,,,0.14285714285714285714
211543,Platform,,,,,,,
247670,Platform,,,,,,,
9144998,China,,,,,,,
11204899,Platform,,,,,,,1.00000000000000000000
9148415,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148606,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
10763286,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148383,Printbase,0.83333333333333333333,0.00000000000000000000,,,,,
9252674,Plusbase,0.66666666666666666667,0.00000000000000000000,,,,,1.00000000000000000000
9620865,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
10851708,Plusbase,0.50000000000000000000,0.00000000000000000000,,,,,0.33333333333333333333
9163613,Plusbase,,,,,,,1.00000000000000000000
11210097,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148862,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149151,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149172,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149003,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149015,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148403,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149147,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
11192817,Plusbase,1.00000000000000000000,0.00000000000000000000,,,,,0.40000000000000000000
9148417,Printbase,0.80000000000000000000,0.00000000000000000000,,,,,
11200996,Plusbase,0.80000000000000000000,0.00000000000000000000,,,,,1.00000000000000000000
9148582,Printbase,0.40000000000000000000,0.00000000000000000000,,,,,
9146448,China,,,,,,,
9148935,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149284,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149005,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148852,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148567,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148835,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149177,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149169,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148899,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148781,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149321,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149182,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148844,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148893,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148630,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149179,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148997,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149158,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148901,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149155,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149013,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149305,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149199,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149194,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149016,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149001,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148599,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149334,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149103,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149162,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149098,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149022,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149198,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149143,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148621,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149007,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149023,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148879,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149200,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149019,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149160,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9148412,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149290,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149206,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149339,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149157,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149178,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149021,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
9149165,Printbase,1.00000000000000000000,0.00000000000000000000,,,,,
